,rider,team,year,age,team_points,key,best-classic-riders,top-gc-riders,top-sprinters,top-time-trial-riders,profile_type,profile_score,profile_vert,scorito,target
595,Dumoulin Tom,Team Sunweb,2019,28,3763,Dumoulin Tom-2019,197.0,717.0,32.2,680.0,2.9523809523809526,138.1904761904762,2478.0476190476193,682.0,51.0
596,Oomen Sam,Team Sunweb,2019,23,3763,Oomen Sam-2019,144.0,458.0,,17.0,2.9523809523809526,138.1904761904762,2478.0476190476193,240.0,40.0
597,Hamilton Chris,Team Sunweb,2019,23,3763,Hamilton Chris-2019,24.0,121.0,,19.0,2.9523809523809526,138.1904761904762,2478.0476190476193,24.0,34.0
598,Haga Chad,Team Sunweb,2019,30,3763,Haga Chad-2019,15.0,66.0,,146.0,2.9523809523809526,138.1904761904762,2478.0476190476193,52.0,90.0
599,Hindley Jai,Team Sunweb,2019,23,3763,Hindley Jai-2019,15.0,45.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,16.0
600,Vervaeke Louis,Team Sunweb,2019,25,3763,Vervaeke Louis-2019,,36.0,,14.0,2.9523809523809526,138.1904761904762,2478.0476190476193,24.0,11.0
601,Bakelants Jan,Team Sunweb,2019,33,3763,Bakelants Jan-2019,73.0,31.0,34.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,48.0
602,Power Robert,Team Sunweb,2019,24,3763,Power Robert-2019,309.0,,,14.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,11.0
603,Landa Mikel,Movistar Team,2019,29,2153,Landa Mikel-2019,20.0,636.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,376.0
604,Carapaz Richard,Movistar Team,2019,25,2153,Carapaz Richard-2019,43.0,565.0,60.0,23.0,2.9523809523809526,138.1904761904762,2478.0476190476193,582.0,694.0
605,Amador Andrey,Movistar Team,2019,32,2153,Amador Andrey-2019,127.0,105.0,,107.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,136.0
606,Sütterlin Jasha,Movistar Team,2019,26,2153,Sütterlin Jasha-2019,12.0,102.0,43.0,69.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,108.0
607,Pedrero Antonio,Movistar Team,2019,27,2153,Pedrero Antonio-2019,48.0,51.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,58.0,158.0
608,Mas Lluís,Movistar Team,2019,29,2153,Mas Lluís-2019,14.0,41.0,52.5,,2.9523809523809526,138.1904761904762,2478.0476190476193,,108.0
609,Rojas José Joaquín,Movistar Team,2019,33,2153,Rojas José Joaquín-2019,123.0,22.0,73.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,250.0
610,Carretero Héctor,Movistar Team,2019,23,2153,Carretero Héctor-2019,28.0,15.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,108.0
611,Pozzovivo Domenico,Bahrain Merida,2019,36,2657,Pozzovivo Domenico-2019,368.0,540.0,57.5,50.0,2.9523809523809526,138.1904761904762,2478.0476190476193,464.0,67.0
612,Caruso Damiano,Bahrain Merida,2019,31,2657,Caruso Damiano-2019,65.0,458.0,,91.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,202.0
613,Nibali Vincenzo,Bahrain Merida,2019,34,2657,Nibali Vincenzo-2019,563.0,124.0,49.4,26.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,492.0
614,Bole Grega,Bahrain Merida,2019,33,2657,Bole Grega-2019,116.0,31.0,113.2,30.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,0.0
615,Nibali Antonio,Bahrain Merida,2019,26,2657,Nibali Antonio-2019,18.0,29.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,10.0,0.0
616,Koren Kristijan,Bahrain Merida,2019,32,2657,Koren Kristijan-2019,26.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,0.0
617,Garosio Andrea,Bahrain Merida,2019,25,2657,Garosio Andrea-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,0.0
618,Agnoli Valerio,Bahrain Merida,2019,34,2657,Agnoli Valerio-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,18.0
619,Formolo Davide,BORA - hansgrohe,2019,26,3674,Formolo Davide-2019,115.0,480.0,,20.0,2.9523809523809526,138.1904761904762,2478.0476190476193,286.0,312.0
620,Majka Rafał,BORA - hansgrohe,2019,29,3674,Majka Rafał-2019,127.0,457.0,36.4,63.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,386.0
621,Benedetti Cesare,BORA - hansgrohe,2019,31,3674,Benedetti Cesare-2019,22.0,84.0,41.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,30.0,170.0
622,Schwarzmann Michael,BORA - hansgrohe,2019,28,3674,Schwarzmann Michael-2019,23.0,45.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,120.0
623,Selig Rüdiger,BORA - hansgrohe,2019,30,3674,Selig Rüdiger-2019,19.0,33.0,111.6,,2.9523809523809526,138.1904761904762,2478.0476190476193,30.0,222.0
624,Ackermann Pascal,BORA - hansgrohe,2019,25,3674,Ackermann Pascal-2019,748.0,28.0,1069.4,,2.9523809523809526,138.1904761904762,2478.0476190476193,,648.0
626,Poljański Paweł,BORA - hansgrohe,2019,29,3674,Poljański Paweł-2019,26.0,,,10.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,120.0
627,Ulissi Diego,UAE Team Emirates,2019,29,3489,Ulissi Diego-2019,230.0,477.0,123.0,58.0,2.9523809523809526,138.1904761904762,2478.0476190476193,30.0,144.0
628,Polanc Jan,UAE Team Emirates,2019,27,3489,Polanc Jan-2019,44.0,154.0,,10.0,2.9523809523809526,138.1904761904762,2478.0476190476193,32.0,200.0
629,Conti Valerio,UAE Team Emirates,2019,26,3489,Conti Valerio-2019,,152.0,,44.0,2.9523809523809526,138.1904761904762,2478.0476190476193,95.0,252.0
630,Molano Juan Sebastián,UAE Team Emirates,2019,24,3489,Molano Juan Sebastián-2019,75.0,114.0,454.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,80.0
631,Consonni Simone,UAE Team Emirates,2019,24,3489,Consonni Simone-2019,142.0,38.0,411.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,172.0
632,Bohli Tom,UAE Team Emirates,2019,25,3489,Bohli Tom-2019,17.0,35.0,51.0,180.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,98.0
633,Gaviria Fernando,UAE Team Emirates,2019,24,3489,Gaviria Fernando-2019,12.0,,816.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,234.0
634,Marcato Marco,UAE Team Emirates,2019,35,3489,Marcato Marco-2019,61.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,46.0,118.0
635,Sosa Iván Ramiro,Team INEOS,2019,21,2042,Sosa Iván Ramiro-2019,,410.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,18.0
636,Geoghegan Hart Tao,Team INEOS,2019,24,2042,Geoghegan Hart Tao-2019,18.0,240.0,36.0,90.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,64.0
637,Narváez Jhonatan,Team INEOS,2019,22,2042,Narváez Jhonatan-2019,122.0,138.0,68.0,20.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,18.0
638,Dunbar Eddie,Team INEOS,2019,22,2042,Dunbar Eddie-2019,62.0,131.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,66.0
639,Sivakov Pavel,Team INEOS,2019,21,2042,Sivakov Pavel-2019,15.0,97.0,,127.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,251.0
640,Henao Sebastián,Team INEOS,2019,25,2042,Henao Sebastián-2019,17.0,70.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,46.0
641,Puccio Salvatore,Team INEOS,2019,29,2042,Puccio Salvatore-2019,16.0,55.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,98.0,18.0
642,Knees Christian,Team INEOS,2019,38,2042,Knees Christian-2019,23.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,98.0,42.0
643,Mollema Bauke,Trek - Segafredo,2019,32,2435,Mollema Bauke-2019,474.0,400.0,131.0,114.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,346.0
644,Brambilla Gianluca,Trek - Segafredo,2019,31,2435,Brambilla Gianluca-2019,117.0,294.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,70.0,170.0
645,Ciccone Giulio,Trek - Segafredo,2019,24,2435,Ciccone Giulio-2019,146.0,155.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,162.0,433.0
646,Gogl Michael,Trek - Segafredo,2019,25,2435,Gogl Michael-2019,63.0,131.0,,38.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,124.0
647,Conci Nicola,Trek - Segafredo,2019,22,2435,Conci Nicola-2019,,59.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,123.0
648,Moschetti Matteo,Trek - Segafredo,2019,22,2435,Moschetti Matteo-2019,15.0,,384.0,26.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,164.0
649,Clarke Will,Trek - Segafredo,2019,34,2435,Clarke Will-2019,,,,84.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,94.0
650,Irizar Markel,Trek - Segafredo,2019,39,2435,Irizar Markel-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,0.0,94.0
651,Jungels Bob,Deceuninck - Quick Step,2019,26,4138,Jungels Bob-2019,365.0,380.0,,296.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,80.0
652,Viviani Elia,Deceuninck - Quick Step,2019,30,4138,Viviani Elia-2019,893.0,198.0,1666.4,,2.9523809523809526,138.1904761904762,2478.0476190476193,743.0,178.0
653,Serry Pieter,Deceuninck - Quick Step,2019,30,4138,Serry Pieter-2019,200.0,143.0,80.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,62.0
654,Knox James,Deceuninck - Quick Step,2019,23,4138,Knox James-2019,33.0,90.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,3.0
655,Sénéchal Florian,Deceuninck - Quick Step,2019,25,4138,Sénéchal Florian-2019,356.0,25.0,289.6,,2.9523809523809526,138.1904761904762,2478.0476190476193,239.0,80.0
656,Honoré Mikkel Frølich,Deceuninck - Quick Step,2019,22,4138,Honoré Mikkel Frølich-2019,42.0,,67.0,10.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,0.0
657,Sabatini Fabio,Deceuninck - Quick Step,2019,34,4138,Sabatini Fabio-2019,20.0,,39.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,243.0,64.0
658,Capecchi Eros,Deceuninck - Quick Step,2019,32,4138,Capecchi Eros-2019,45.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,215.0,36.0
659,Gallopin Tony,AG2R La Mondiale,2019,30,1486,Gallopin Tony-2019,47.0,322.0,,149.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,88.0
660,Vuillermoz Alexis,AG2R La Mondiale,2019,30,1486,Vuillermoz Alexis-2019,160.0,220.0,95.2,,2.9523809523809526,138.1904761904762,2478.0476190476193,,46.0
661,Peters Nans,AG2R La Mondiale,2019,25,1486,Peters Nans-2019,,91.0,,12.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,178.0
662,Bidard François,AG2R La Mondiale,2019,27,1486,Bidard François-2019,23.0,77.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,0.0,75.0
663,Warbasse Larry,AG2R La Mondiale,2019,28,1486,Warbasse Larry-2019,29.0,68.0,40.0,16.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,28.0
664,Denz Nico,AG2R La Mondiale,2019,25,1486,Denz Nico-2019,171.0,35.0,107.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,54.0,48.0
665,Gastauer Ben,AG2R La Mondiale,2019,31,1486,Gastauer Ben-2019,18.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,28.0
666,Dupont Hubert,AG2R La Mondiale,2019,38,1486,Dupont Hubert-2019,14.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,6.0,28.0
667,Carthy Hugh,EF Education First,2019,24,1626,Carthy Hugh-2019,37.0,296.0,,80.0,2.9523809523809526,138.1904761904762,2478.0476190476193,0.0,257.0
668,Kangert Tanel,EF Education First,2019,32,1626,Kangert Tanel-2019,27.0,237.0,,76.0,2.9523809523809526,138.1904761904762,2478.0476190476193,54.0,134.0
669,Dombrowski Joe,EF Education First,2019,27,1626,Dombrowski Joe-2019,,165.0,,74.0,2.9523809523809526,138.1904761904762,2478.0476190476193,0.0,90.0
670,Caicedo Jonathan Klever,EF Education First,2019,26,1626,Caicedo Jonathan Klever-2019,24.0,120.0,75.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,6.0
671,Brown Nathan,EF Education First,2019,27,1626,Brown Nathan-2019,10.0,58.0,,51.0,2.9523809523809526,138.1904761904762,2478.0476190476193,0.0,6.0
672,Modolo Sacha,EF Education First,2019,31,1626,Modolo Sacha-2019,179.0,25.0,465.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,305.0,28.0
673,Bennett Sean,EF Education First,2019,23,1626,Bennett Sean-2019,14.0,19.0,124.0,21.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,86.0
674,Breschel Matti,EF Education First,2019,34,1626,Breschel Matti-2019,115.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,6.0
675,Masnada Fausto,Androni Giocattoli - Sidermec,2019,25,2502,Masnada Fausto-2019,75.0,252.0,,14.0,2.9523809523809526,138.1904761904762,2478.0476190476193,20.0,291.0
676,Vendrame Andrea,Androni Giocattoli - Sidermec,2019,24,2502,Vendrame Andrea-2019,88.0,51.0,145.4,38.0,2.9523809523809526,138.1904761904762,2478.0476190476193,25.0,98.0
677,Gavazzi Francesco,Androni Giocattoli - Sidermec,2019,34,2502,Gavazzi Francesco-2019,266.0,48.0,229.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,64.0,66.0
678,Cattaneo Mattia,Androni Giocattoli - Sidermec,2019,28,2502,Cattaneo Mattia-2019,148.0,27.0,,45.0,2.9523809523809526,138.1904761904762,2478.0476190476193,50.0,176.0
679,Frapporti Marco,Androni Giocattoli - Sidermec,2019,34,2502,Frapporti Marco-2019,32.0,20.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,30.0,23.0
680,Belletti Manuel,Androni Giocattoli - Sidermec,2019,33,2502,Belletti Manuel-2019,193.0,,802.0,46.0,2.9523809523809526,138.1904761904762,2478.0476190476193,154.0,164.0
681,Montaguti Matteo,Androni Giocattoli - Sidermec,2019,35,2502,Montaguti Matteo-2019,25.0,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,20.0,38.0
682,Flórez Miguel Eduardo,Androni Giocattoli - Sidermec,2019,23,2502,Flórez Miguel Eduardo-2019,,,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,10.0
683,Navarro Daniel,Team Katusha Alpecin,2019,35,1799,Navarro Daniel-2019,17.0,240.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,10.0
684,Strakhov Dmitry,Team Katusha Alpecin,2019,23,1799,Strakhov Dmitry-2019,57.0,231.0,185.4,20.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,10.0
685,Biermans Jenthe,Team Katusha Alpecin,2019,23,1799,Biermans Jenthe-2019,35.0,53.0,61.0,22.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,40.0
686,Hollenstein Reto,Team Katusha Alpecin,2019,33,1799,Hollenstein Reto-2019,30.0,43.0,,19.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,10.0
687,Battaglin Enrico,Team Katusha Alpecin,2019,29,1799,Battaglin Enrico-2019,95.0,39.0,221.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,220.0,40.0
688,Kuznetsov Viacheslav,Team Katusha Alpecin,2019,29,1799,Kuznetsov Viacheslav-2019,100.0,,105.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,64.0,54.0
689,Haller Marco,Team Katusha Alpecin,2019,28,1799,Haller Marco-2019,27.0,,56.0,,2.9523809523809526,138.1904761904762,2478.0476190476193,,22.0
690,Zakarin Ilnur,Team Katusha Alpecin,2019,29,1799,Zakarin Ilnur-2019,62.0,,,112.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,157.0
691,Owsian Łukasz,CCC Team,2019,29,1152,Owsian Łukasz-2019,59.0,163.0,84.0,14.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,5.0
692,Černý Josef,CCC Team,2019,26,1152,Černý Josef-2019,15.0,149.0,126.2,188.0,2.9523809523809526,138.1904761904762,2478.0476190476193,,90.0
693,Antunes Amaro,CCC Team,2019,28,1152,Antunes Amaro-2019,61.0,83.0,,,2.9523809523809526,138.1904761904762,2478.0476190476193,,86.0
